còignear,noun
ràmh,noun
cobhair,noun
fraoch,noun
biath,verb
muiltean,noun
croitearachd,noun
leud,noun
breacag,noun
breith,noun
Gall,noun
eagalach,adjective
Giblean,noun
rèiteach,noun
fàs,adjective
foghar,noun
strì,noun
tana,adjective
earbsa,noun
mìosachan,noun
rùnaire,noun
bheir,verb
soirbh,adjective
furtachd,noun
leabhran,noun
smiorail,adjective
gath,noun
seillean,noun
rè,preposition
tiùrr,noun
ladarna,adjective
peanasaich,verb
bonnach,noun
Roinn,noun
faighinn,verb
gul,noun
aidmheil,noun
glumag,noun
sanntach,adjective
tachartas,noun
smaoineachadh,verb
fòghainn,verb
tuaineal,noun
fàbharach,adjective
càin,noun
aingidheachd,noun
cliù,noun
diadhachd,noun
a-nochd,adverb
sgreataidh,adjective
sluig,verb
deas,adjective
dùthaich,noun
truaghan,noun
motair,noun
rothair,noun
fàbhar,noun
srònach,noun
breab,noun
greallag,noun
socraich,verb
sòfa,noun
suirghe,verb
iùl,noun
tròcair,noun
mathanas,noun
rèidh,adjective
smal,noun
mealltach,adjective
stòlda,adjective
donas,noun
sònraichte,adjective
sìtheil,adjective
tùsail,adjective
carach,adjective
atharrachadh,noun
drùis,noun
lìgeach,adjective
uilebheist,noun
mile,noun
bàr,noun
frithealadh,noun
gràdhach,adjective
falsa,adjective
chreid,verb
tòrr,noun
tasgadh,noun
seòladh,verb
uaigneach,adjective
critheanach,adjective
eòrna,noun
beus,noun
ceannsaich,verb
ruadh,adjective
lùthmhor,adjective
crochte,adjective
fallas,noun
criomag,noun
abaich,verb
ùir,noun
innleachdach,adjective
fuasgladh,noun
bòid,noun
riarachadh,noun
ainmich,verb
iomchaidh,adjective
ciar,verb
roghainn,noun
lethbhreac,noun
dual,verb
leathann,adjective
tallan,noun
smocaig,verb
di,preposition
tost,noun
mìorbhail,noun
itealan,noun
lìomhach,adjective
poidsearachd,verb
crudha,noun
tonn,noun
foghlam,noun
tobhaig,verb
a-bhos,adverb
sràbh,noun
coimeas,noun
troid,verb
theab,verb
riochd,noun
gle,adjective
iomair,verb
falbh,noun
biùgan,noun
sreang,noun
socair,adjective
còrnair,noun
pronn,verb
òirleach,noun
peacadh,noun
faoighiche,noun
uidhe,noun
feitheamh,noun
do,adjective
tuath,noun
bochdainn,noun
nimheil,adjective
camara,noun
sàl,noun
sa,preposition
srian,noun
slùp,noun
beag,noun
dòrlach,noun
ear,noun
faide,noun
cuireadh,noun
searbhanta,noun
cofhurtail,adjective
soilleireachadh,verb
stiall,noun
pontùn,noun
moladh,verb
sgòd,noun
caoidh,noun
sgannal,noun
chiontach,adjective
dùn,verb
èasgaidh,adjective
heileacoptar,noun
anart,noun
ma,preposition
leudaich,verb
a-nall,adverb
diùc,noun
aotrom,adjective
suidhe,noun
fàgail,verb
dol,verb
speal,verb
teàrr,noun
mòinteach,noun
plucan,noun
coisich,verb
monadh,noun
deimhinn,adjective
cana,verb
mùch,verb
còras,noun
putan,noun
astar,noun
tarraing,noun
iom,preposition
breac,noun
diùraidh,noun
farpaiseach,noun
slàn,adjective
dòrainneach,adjective
tàir,noun
muile,noun
ma,verb
samh,noun
lobhte,adjective
damh,noun
maorach,noun
seòlta,adjective
adharc,noun
bhràthair,noun
diadhair,noun
fad,noun
spèis,noun
sgiab,verb
iomradh,verb
dùrd,noun
oidhirp,noun
urras,noun
geansaidh,noun
lachan,noun
roinn,noun
soirbhich,verb
sgiathalaich,verb
gruaim,noun
rèiste,adverb
sgìtheanach,adjective
fastaich,verb
grunn,noun
sinnsireil,adjective
sonas,noun
crìon,verb
ionnsaigh,noun
preasach,adjective
bine,noun
sgudal,noun
eòlaiche,noun
iomraiteach,adjective
buaireadh,noun
seinneadair,noun
fasanta,adjective
long,noun
stiùireadair,noun
truaill,verb
bothan,noun
teann,adjective
sgrùd,noun
farmad,noun
còrdadh,noun
cuibhle,noun
ionad,noun
Beurla,noun
Budach,noun
Budachd,noun
Crìosd,noun
Crìosdaidheachd,noun
Crìosdail,adjective
Cànan Mharcaidh Haidhpirteacsa,noun
Eòrpach,noun
Fraingis,noun
Gearmailtis,noun
Gàidheal,noun
Gàidhlig,noun
Hindeach,noun
Iùdhachd,noun
Lochlannach,noun
Spainntis,noun
a dh’aindeoin,other
a dh’aithghearr,other
a-muigh,other
a-màireach,other
a-rithist,other
a-rèir,other
abair,verb
abairt,noun
abairt-faire,noun
abhainn,noun
ablach,noun
acadaimigeach,adjective
acfhainn,noun
achadh,noun
achadh-buana,noun
acriolach,adjective
acriolaig,noun
actanach,noun
acustaig,noun
adacs,noun
adaptair,noun
adhair-bheàrn,noun
adhar,noun
adharail,adjective
adhartach,adjective
adhartas,noun
adhbhar,noun
adhbharachadh,noun
adhbrann,noun
adhlacadh,noun
adhrachail,adjective
adhradh,noun
adiabataig,noun
aibidil,noun
aibidileach,adjective
aicinn,noun
aideachadh,noun
aidmheinteach,noun
aig tàmh,other
ailbheòlar,noun
ailealomorf,noun
aileirdsidh,noun
aillse,noun
ailseabra,noun
ailtire,noun
ailtireach,adjective
ailtireachail,adjective
ailtireachd,noun
ain-dligheach,adjective
aingidh,adjective
ainm,noun
ainm taisbeanaichte,noun
ainm-faidhle,noun
ainm-loga,noun
ainm-pinn,noun
ainm-sgrìobhte,noun
ainmear,noun
ainmeil,adjective
ainmh-eòlas,noun
ainmhidh,noun
ainmneach,adjective
ainneart,noun
air ais,other
air ais (ann) an tiota,other
air leth,other
air-loidhne,other
aire,noun
airgead,noun
airgead-beò,noun
airidh air,adjective
ais-phàigheadh,noun
aiseag,noun
aisigeach,adjective
aisling,noun
aiste,noun
aistear,noun
aitheamh,noun
aithisg,noun
aithne,noun
aithne-eòlas,noun
aithneachadh,noun
aithreachail,adjective
aithreachas,noun
aithris,noun
alcaileach,adjective
alcalaidh,noun
alcol,noun
allt,noun
aloidh,noun
alt,noun
am measg,other
am-meidheadair,noun
amadan,noun
amaideach,adjective
amaideas,noun
amalaichte,adjective
amar,noun
amas,noun
amharas,noun
amniotaig,other
an aghaidh,other
an sàs ann,other
an urra ri,other
an-aidheonach,adjective
an-asgaidh,other
an-còmhnaidh,other
an-dràsta,other
an-dè,other
an-fhoiseal,adjective
an-gnìomh,other
an-iochdmhor,adjective
an-èarobaig,adjective
anabharr,adjective
anail,noun
anailis,noun
anailiseach,adjective
anainn,noun
analachadh,noun
analog,adjective
anam,noun
annasach,adjective
antamonaidh,noun
anti-biotaig,noun
anti-ogsaideant,noun
anti-seaptaig,noun
antropaig,adjective
aodach,noun
aodach-fighte,noun
aoghaireil,adjective
aoibhneach,adjective
aoigh,noun
aoigheachd,noun
aoir,noun
aoireadh,noun
aon-ghuthach,adjective
aonad,noun
aonadh,noun
aonaichte,adjective
aonranach,adjective
aonranas,noun
aosta,adjective
aotram,adjective
ar-a-mach,noun
argamaid,noun
aritmeataig,noun
arm,noun
armachd,noun
armailt,noun
arsnaig,noun
artaigil,noun
as leth,other
asna,noun
astar,noun
ath-aithris,verb
ath-bhreith,noun
ath-chluiche,noun
ath-cholainneadh,noun
ath-chuartachadh,noun
ath-dhealbh,noun
ath-dhèan,verb
ath-dhèanamh,noun
ath-innse,noun
ath-leasaichte,adjective
ath-nuadhachadh,noun
ath-nuadhachail,adjective
ath-obair,noun
ath-riochdachadh,noun
ath-rèitich,verb
ath-sgrìobh,verb
ath-sgrùdadh,noun
ath-thòisich,verb
atharrachadh,noun
atharrachadh gnàth-shìde,noun
atharraichear,noun
atharrais,noun
a’ Bhìoball,noun
a’ mhòr-shluaigh,noun
bacadh,noun
bacadh-dealain,noun
bacadh-èadhair,noun
badmantan,noun
bagairt,noun
baile,noun
baile-mòr,noun
bailead,noun
baileil,adjective
bailiùn,noun
bailteil,adjective
bainne-milis,noun
baisteach,noun
balach,noun
balbh,adjective
balg,noun
balg-sèididh,noun
ball-basgaid,noun
ball-pàrlamaid,noun
ball-sneachda,noun
ban-dia,noun
bana-bhuidseach,noun
banachdach,noun
banas-taighe,noun
bann-leathann,noun
bannas,noun
barail,noun
baratòn,noun
baroc,noun
basgaid,noun
basùn,noun
bata,noun
batal,noun
bathar,noun
beachd,noun
beachd-bharail,noun
beadraich,verb
beag,adjective
beag air bheag,other
beag-fhaclair,noun
beairt,noun
beann,noun
beannachd,noun
beartach,adjective
beatha,noun
beathach,noun
beathachadh,noun
beinn,noun
beinn-deighe,noun
beirmear,noun
beothachadh,noun
beothaichte,adjective
beothail,adjective
beothalachadh,noun
beothalaich,verb
beuc,noun
beul-aithris,noun
beus,noun
beus-chleaf,noun
beus-eòlas,noun
beus-loidhne,noun
beàrn,noun
beàrn-air-ais,noun
beò-eòlas,noun
beòil,noun
bhailbh,noun
bhanadium,noun
bhascular,adjective
bheactor,noun
bheartagail,adjective
bhideo,noun
bholcàno,noun
bholtaids,noun
bhìogan,noun
bhìoras,noun
bhòt,noun
biadh,noun
bian,noun
biathadh,noun
biathadh-lìn,noun
billean,noun
binn,adjective
biolair-uisge,noun
biosmat,noun
biot,noun
biot-mhapa,noun
birlinn,noun
bith,noun
bith-cheimigeachd,noun
bith-chonnadh,noun
bith-eòlach,noun
bith-eòlaiche,noun
bith-eòlas,noun
bith-iomadachd,noun
bith-lobhach,noun
bith-phrosbaig,noun
bith-theicneòlas,noun
bith-thomad,noun
bitheach,noun
biùgan,noun
blaigeard,noun
blas-cainnt,noun
bleith,noun
bliadhna-grèine,noun
bliadhna-solais,noun
bliadhnail,adjective
blogaire,noun
bloigh,noun
blàr,noun
blàth,adjective
bodach,noun
bodhaig,noun
bodhar,adjective
bogha-sìos,noun
bogsa,noun
bogsa a-mach,noun
bogsa a-steach,noun
bogsa puist-d,noun
bogsa-dearbhaidh,noun
bogsa-rabhaidh,noun
boillsgeadh,noun
boireannach,noun
boiteag,noun
boiteag-tiùb,noun
boma,noun
bonn,noun
bonn-theacsa,noun
borb,adjective
boron,noun
botal,noun
bothan,noun
bragail,adjective
brat-ùrlar,noun
bratach,noun
brath,noun
brath puist-d,noun
breige,noun
breigear,noun
breitheanas,noun
breithneachadh,noun
breug,noun
breug-bheachd,noun
briathrachas,noun
briseadh-dùil,noun
brisgean-milis,noun
bristeal,noun
brobhs,verb
brobhsair,noun
brosnachadh,noun
brosnachail,adjective
bruach,noun
bruadair,noun
bruidhinn,noun
bruthadh,noun
bràiste,noun
bràmair,noun
brèagha,adjective
brìgh,noun
brìgheil,adjective
bròg-spòrs,noun
brònach,adjective
brùideil,adjective
brùth,verb
buadh,noun
buadhair,noun
buaidh,noun
buaidh-astair,noun
buaireadh,noun
buannachd,noun
buidheann,noun
buil,noun
buil ionnsachaidh,noun
buileachadh,noun
buille,noun
buille-cheòl,noun
buille-cuisle,noun
buille-dealain,noun
bun-bheachd,noun
bun-dealain,noun
bun-ghnìomhachas,noun
bun-loidhne,noun
bun-reachdail,adjective
bun-stèidh,noun
bun-thomhas,noun
bunaiteach,adjective
buntanas,noun
burraidheachd,noun
bàgh,noun
bàigheil,adjective
bàn,adjective
bàn,noun
bàn-dhearg,adjective
bàr,noun
bàr ceangail,noun
bàr seòlaidh,noun
bàr-beàirn,noun
bàr-inneal,noun
bàr-loidhne,noun
bàr-mearachd,noun
bàr-menu,noun
bàr-seòlaidh,noun
bàrd,noun
bàrr,noun
bàrr-deasga,noun
bàrr-suime,noun
bàs,noun
bàta,noun
bìoball,noun
bòbhladh,noun
bòidhchead,noun
bòidheach,adjective
bònas,noun
bòrd,noun
bòrd-brath,noun
bòrd-geal,noun
bòrd-ùrlair,noun
bùrn,noun
bùth-obrach,noun
cabhaig,noun
caibideal,noun
cailc,noun
cailin,noun
cailleach,noun
cailleach-oidhche,noun
cainnt-lann,noun
cairt,noun
cairt-aithneachaidh,noun
cairt-creideis,noun
cairt-iùil,noun
cairt-siubhail,noun
cairteal,noun
caisead,noun
caisteal,noun
caithe-beatha,noun
caitheadair,noun
caitheamh,noun
call,noun
calman,noun
camas,noun
canadh,noun
canadh-eaglaise,noun
canal,noun
caochladair,noun
caochlaideach,adjective
caoineadh,noun
caol,adjective
caolan,noun
caolas,noun
capadach,adjective
car,noun
carabhaidh,noun
caractar,noun
caraid,noun
carbohaidreat,noun
carragh,noun
carson,other
carthannach,adjective
cartùn,noun
casachain,noun
casachan,noun
casaid,noun
casaid-cùirte,noun
casg,verb
casg-breith,noun
casg-gineamhainn,noun
casg-searbhaig,noun
casgte,adjective
catailist,noun
catalog,noun
cath,noun
cathair,noun
catharra,adjective
cathraiche,noun
cead,noun
cead-cleachdaidh,noun
ceadaich,verb
cealla,noun
cealla-dachaigh,noun
ceangail,verb
ceangailte,adjective
ceangal,noun
ceangalachan,noun
ceann,noun
ceann-bliadhna,noun
ceann-latha,noun
ceann-theacsa,noun
ceannard,noun
ceannasach,adjective
cearban,noun
cearc,noun
cearcall,noun
cearcall-thomhas,noun
ceart,adjective
ceart-cheàrnach,adjective
ceart-cheàrnach,noun
ceart-cheàrnachail,adjective
ceartas,noun
ceasnachadh,noun
ceasneachail,adjective
ceathrad,noun
ceathramh,other
ceimigeach,noun
ceist,noun
ceithir-cheàrnach,noun
ceithir-cheàrnach co-shìnte,noun
ceudachd,noun
ceudad,noun
ceudagram,noun
ceudaliotair,noun
ceudameatair,noun
ceudamh,other
ceumnachadh,noun
ceàird,noun
ceàrn,noun
ceàrn-àrdachaidh,noun
ceàrn-ìsleachaidh,noun
ceàrnag,noun
ceàrnaidh,noun
ceàrnanach,adjective
ceàrr,adjective
ceòl,noun
ceòl-càraid,noun
ceòl-taic,noun
ceòladaireachd,noun
ceòlann,noun
cia mheud,other
ciad-fhiacail,noun
ciad-fàth,noun
ciall,noun
ciallach,adjective
ciamar,other
cianalas,noun
ciaradh,noun
cidhe,noun
cile-uat,noun
cileagram,noun
cilemeatair,noun
cineataig,adjective
cinne-daonna,noun
cinneadh,noun
cinnidheachd,noun
ciombal,noun
ciont,noun
ciontach,adjective
ciorram,noun
ciste-laighe,noun
ciùb,noun
ciùb-ceangail,noun
ciùbach,adjective
ciùbaichte,adjective
ciùbaid,noun
ciùin,adjective
clabhacord,noun
clach,noun
clach-ghràin,noun
clach-meinnir,noun
clach-mheallain,noun
clach-mhuilinn,noun
clachair,noun
clachaireachd,noun
cladach,noun
cladh,noun
clag-glainne,noun
claidheamh,noun
claigeann,noun
claigeann-eòlas,noun
claisneachd,noun
claon-bhreith,noun
clasaigeach,adjective
clat-tomhais,noun
cleachdadh,noun
cleaf,noun
cleas,noun
cleasaiche,noun
cliabh,noun
cliath,noun
cliath-dhuilleag,noun
cliath-lorgaidh,noun
cliog,noun
clionaigeach,adjective
cliùiteach,adjective
clogaid,noun
cluas,noun
cluich,verb
cluich a-nis,verb
cluicheadair,noun
cluicheadair flash,noun
clàbaraiche,noun
clàr,noun
clàr-ama,noun
clàr-amais,noun
clàr-bhioran,noun
clàr-bhlòighean,noun
clàr-cearcaill,noun
clàr-cholbhan,noun
clàr-cluiche,noun
clàr-dhealbhan,noun
clàr-dèante,noun
clàr-fhicail,noun
clàr-ghnothaich,noun
clàr-innse,noun
clàr-iùil,noun
clàr-leabhraichean,noun
clàr-notaireachd,noun
clàr-sgrìobhaidh,noun
clàr-shràcan,noun
clàr-triceid,noun
clàradh,noun
clàraich,verb
clàs,noun
clèireach,noun
clì,noun
clò,noun
clò-bhauil,noun
clò-bhualadair,noun
clòimh-liath,noun
clòraid,noun
clòrain,noun
clòrofail,noun
clòroplast,noun
cnag na cùise,noun
cnatan,noun
cnoc,noun
cnàimh,noun
cnàimh-droma,noun
cnàmh-bìdh,noun
cnò-dharaich,noun
co-amail,adjective
co-aontar,noun
co-astarail,adjective
co-chasach,adjective
co-cheangailte,adjective
co-cheangal,noun
co-chomann,noun
co-chomhairleachaidh,noun
co-chomharra,noun
co-chothromachd,noun
co-chuid,noun
co-chuir,verb
co-chur,noun
co-chòrdach,adjective
co-chòrdachd,noun
co-chòrdanaiche,noun
co-dhiù,other
co-dhùnadh,noun
co-eòlaiche,noun
co-fhaclair,noun
co-fhaireachdainn,noun
co-fhlaitheas,noun
co-fhreagarrach,adjective
co-fhuaimeachd,noun
co-fhuaimneachadh,noun
co-fhuaimneachd,noun
co-ghnìomhair,noun
co-iomlaideach,adjective
co-ionann,adjective
co-ionannachd,noun
co-labhairt,noun
co-leanailteas,noun
co-leantainneach,adjective
co-leasachail,adjective
co-là-breith,noun
co-mheadhanach,adjective
co-mheas,noun
co-mheasadh,noun
co-obrachadh,noun
co-obrachail,adjective
co-phàirt,noun
co-phàirteach,adjective
co-sheirm,noun
co-sheirmeach,adjective
co-shìnt,adjective
co-theacsa,noun
co-thional,noun
co-thionndadh,adjective
co-thàthadh,noun
co-èifeachd,noun
co-èifeachdair,noun
co-òrdanaiche,noun
coda,noun
cofhurtail,adjective
coibhneil,adjective
coigreach,noun
coileanadh,noun
coileanta,adjective
coille,noun
coille-uisge,noun
coilltearachd,noun
coimeas,noun
coimeasach,adjective
coimheach,adjective
coimhearsnachd,noun
coimpiutair,noun
coimpiutaireachd,noun
coire-dhruma,noun
coisridh,noun
coitcheann,adjective
coitheanal,noun
colaiste,noun
colbh,noun
colbh-bheactor,noun
coltachd,noun
coltas,noun
com-pàirteachas,noun
com-pàirtiche,noun
coma,adjective
comaist,noun
comann,noun
comas,noun
comas ceangail,noun
comas-guth,noun
comas-lìonaidh,noun
comas-obrach,noun
comasach,adjective
comhairle,noun
comhairliche,noun
comhaois,noun
comharra,noun
comharra duilleige,noun
comharra-ceangail,noun
comharra-clèithe,noun
comharra-cunntaidh,noun
comharra-cùrsa,noun
comharra-dearbhaidh,noun
comharra-gleus,noun
comharra-tìme,noun
comharrachadh,noun
comharradh,noun
comharraichte,adjective
comhlachas,noun
compàirteachadh,noun
conadal,noun
conaltradh,noun
concrait,noun
connadh,noun
connrag,noun
connspaid,noun
connspaideach,adjective
consairt,noun
contrafhonn,noun
contrapuing,noun
copaidh,noun
copaidh carbon falaichte,noun
copaidh-dìon,noun
cord,noun
corn,noun
corporra,adjective
corra,adjective
corra-mhitheag,noun
cosamhlachd,noun
cosgais,noun
cosmaig,adjective
cosmeòlas,noun
cosmeòlasach,adjective
cosnadh,noun
costa,noun
cothrom,noun
cothromach,adjective
crac,noun
crann,noun
craobh,noun
crasg,verb
creach,noun
creamh-gàrraidh,noun
creideamh,noun
creideas,noun
creidsinn,noun
creud,noun
creutair,noun
cridhe,noun
criomadair,noun
criomag,noun
criopton,noun
crios,noun
crios-grèine,noun
crios-meadhain,noun
criostal-eòlas,noun
crith,noun
crith-thalmhainn,noun
crois,noun
croit,noun
croitear,noun
croitearachd,noun
croitseat,noun
cromataig,adjective
cromataigeachd,noun
cron,noun
cruaidh-shligneach,noun
cruan,noun
cruinn-eòlach,noun
cruinn-eòlas,noun
cruinne,noun
cruinne-cè,noun
cruinneachadh,noun
cruinneachas,noun
cruinneil,adjective
cruth,noun
cruth-atharrachadh,noun
cruth-dhealbh,noun
cruthachail,adjective
cruthachaileachd,noun
cruthadair-ciùil,noun
cruthaich,verb
cràbhach,adjective
crìoch,noun
crìochnaich,verb
cròmasom,noun
cròmat,noun
cròmo-liotografaidh,noun
crònan,noun
cuach-aibhne,noun
cuairt,noun
cuairt-shruthach,adjective
cuairt-thomhas,noun
cuairt-òran,noun
cuairtchearcall,noun
cuairteach,adjective
cuan,noun
cuantam,noun
cuartachadh,noun
cuartaich,noun
cuartaich,verb
cudromach,adjective
cuibheas,noun
cuibhreann,noun
cuid,noun
cuideachadh,noun
cuideam,noun
cuideigin,noun
cuideil,adjective
cuimhne,noun
cuimhneachain,noun
cuir a-steach,verb
cuir air bhog,verb
cuir an gnìomh,verb
cuir an sàs,verb
cuir fios,verb
cuir ris,verb
cuiridh,noun
cuirte,adjective
cuisle,noun
cuisle-mhòr,noun
cularan,noun
cultar,noun
cumadh,noun
cumail-taighe,noun
cumhachd,noun
cumhachdach,noun
cumhang,adjective
cunbhalach,adjective
cunnt,verb
cunntair,noun
cunntas,noun
cunntas puist-d,noun
cunntasachd,noun
cunntasair,noun
cupa,noun
cur an cèill,noun
cur an sàs,noun
cur-ris,noun
cur-seachad,noun
curaidh,noun
curraicealam,noun
cursair,noun
cuèbhear,noun
càch,noun
càileachd,noun
càineadh,noun
càirdeach,adjective
càirdeil,adjective
càirean,noun
cànan,noun
cànanachas,noun
càr,noun
càradh,noun
càraid,noun
càrn,noun
cèilidh,noun
cèir,noun
cèis,noun
cìobair,noun
cìocrach,adjective
cìs,noun
cìs-bhuailteach,adjective
cò,other
còd,noun
còd-faire,noun
còd-àireamh,noun
còig-cheàrnach,noun
còig-nota,noun
còigeamh,other
còir,noun
còisireach,adjective
còisridh,noun
còmhardadh,noun
còmhdach,adjective
còmhdaich,noun
còmhdail,noun
còmhlan,noun
còmhnaidheach,adjective
còmhnard,adjective
còmhradh,noun
còmhragaiche,noun
còn,noun
còr,noun
còraichean,noun
còrr-ùine,noun
còsag,noun
cùbhraidh,adjective
cùirt,noun
cùirtear,noun
cùis,noun
cùis-lagha,noun
cùl-fiosrachaidh,noun
cùl-raon,noun
cùlag,noun
cùm ort,verb
cùm sìos,verb
cùmhnant,noun
cùmhnantan,noun
cùram,noun
cùram-cloinne,noun
cùrsa,noun
cùrsa-beatha,noun
dachaigh,noun
dachaigheil,adjective
daibìotas,noun
daineamaigs,noun
daingneachadh,noun
daingnich,verb
dall,adjective
damhan-allaidh,noun
dannsa-cruinn,noun
daoimean,noun
daolag,noun
daonn-eòlas,noun
daonna,noun
daonnachas,noun
daonnachd,noun
daonnaire,noun
daor,adjective
data,noun
dath,noun
dathte,adjective
deadhan,noun
deagh-ghnè,noun
dealachadh,noun
dealan,noun
dealan-dè,noun
dealan-mhagnaiteach,adjective
dealasach,adjective
dealbh,noun
dealbh-camara,noun
dealbh-chluiche,noun
dealbh-chruth,noun
dealbh-peant,noun
dealbhag,noun
dealta,noun
deamografaig,adjective
dearbh,adjective
dearbh,verb
dearbh-aithne,noun
dearbhachd,noun
dearbhadair,noun
dearbhadh,noun
deas,adjective
deas-ghnàth,noun
deas-thònadh,noun
deasaiche,noun
deasail,adjective
deasbad,noun
deasbaireachd,noun
deatach,noun
deatachadh,noun
deichead,noun
deigh,noun
deilbh,noun
deilbh-tìre,noun
deimhinne,adjective
deireadh,noun
deireadh-sheachdain,noun
deisciobal,noun
deiseil,adjective
deit,noun
demisemicuèbhear,noun
deoch,noun
deoch-làidir,noun
deuchainn,noun
deuchainneach,adjective
deàrrsadh,noun
dia,noun
diadhachd,noun
diadhaire,noun
diatonaig,adjective
dibhearsain,noun
didseatach,adjective
diofraichte,adjective
diog,noun
dioplòma,noun
dioplòmasaidh,noun
diosg,noun
diospròsium,noun
diotar,noun
diùbhrasach,noun
dleastanas,noun
dlùth-cheàrn,noun
dlùth-chruth,noun
dlùth-leughadh,noun
dlùths,noun
do-chreidsinneach,adjective
do-fhaotainn,adjective
do-roinnte,adjective
do-smaoineachail,adjective
doimhneachd,noun
doirbh,adjective
dol a-mach,noun
dol fodha,noun
dolair,noun
domhainn,adjective
domhan-fhad,noun
dona,adjective
dorchadas,noun
dorsair,noun
dotag,noun
dotagach,adjective
dragh,noun
draoidh,noun
draoidh ruigsinneachd,noun
dreach,noun
dreachd,noun
dreag,noun
dreagag,noun
dreuchd,noun
drochaid,noun
druim-altach,noun
druma,noun
dràibh,verb
dràibhear,noun
dràma,noun
drùidhteach,adjective
duais,noun
duais-roinn,noun
dualchainnt,noun
dualchas,noun
dubh às,verb
dubh-ghorm,adjective
dubhadh,noun
dubhradh,noun
dubhsgàil,noun
dublaid,noun
duilgheadas,noun
duilich,adjective
duilleag-dachaigh,noun
duilleag-obrach,noun
duiseal,noun
dusan,noun
dà-chànanach,adjective
dà-fhillte,adjective
dà-ogsaid,noun
dàimh,noun
dàn,noun
dàna,adjective
dèilig,verb
dèiligeadh ri,noun
dèine,noun
dì-chomasaichte,adjective
dì-chomharraich,verb
dìcheallach,adjective
dìleab,noun
dìleas,noun
dìochuimhnich,verb
dìoghaltas,noun
dìomhair,noun
dìomhaireachd,noun
dìon,verb
dìon chloinne,noun
dìon-bodhaig,noun
dìonachd,noun
dìreach,adjective
dìreadh,noun
dìrich,verb
dìsinn,noun
dìth,noun
dòchasach,adjective
dòigh,noun
dòigh-beatha,noun
dòigheil,adjective
dòrainneach,adjective
dùbail,noun
dùbailte,adjective
dùbhlan,noun
dùblachadh,noun
dùin,verb
dùnadh,noun
dùrachd,noun
dùthaich,noun
dùthchail,adjective
eacarsaich,noun
each-mara,noun
eachdraidh,noun
eachdraidh-beatha,noun
eaconamaidh,noun
eaconomas,noun
eadar,other
eadar-aghaidh,noun
eadar-ama,noun
eadar-chairtealach,noun
eadar-chluich,noun
eadar-chuspaireil,noun
eadar-dhealaichte,noun
eadar-ghnìomhach,noun
eadar-ghnìomhail,noun
eadar-lìon,noun
eadar-mhìneachadh,noun
eadar-mhìnich,noun
eadar-nàiseanta,noun
eadar-obair,noun
eadar-obrachail,noun
eadar-sgaoil,noun
eadar-sgaoileadh,noun
eadar-sgarachdainn,noun
eadhon,noun
eadra-gnè,noun
eadra-lìon,noun
eag-eòlach,noun
eag-eòlas,noun
eag-sgoil,noun
eag-shiostam,noun
eagal,noun
eagallach,noun
eaglais,noun
eaglais-eòlas,noun
eaglaiseil,noun
eagraich,noun
ealain,noun
ealain agus deilbh,noun
ealanta,noun
ealastomar,noun
eanchainn,noun
ear,noun
ear-dheas,noun
earbsach,noun
earrann,noun
eas-aontar,noun
eas-aontarachd,noun
eas-fhuaimneach,noun
eas-fhuaimneachd,noun
eas-sheirm,noun
easbhaidh,noun
eathar,noun
eigh-shruth,noun
eileagtronaigeach,noun
eileamaid,noun
eilean,noun
einnsean-lorg,noun
einnseanaireachd,noun
eisimpleir,noun
eisir,noun
eitean,noun
eitneografaidh,noun
eitneòlaiche,noun
eitneòlas,noun
eits,noun
eitseadh,noun
eitseadh tioram,noun
emfasìoma,noun
eu-dòchais,noun
eu-dòchasach,noun
eu-tònalach,noun
euchd,noun
eucoir-eòlas,noun
eucoir-saidhbear,noun
eucorach,noun
eun,noun
euslaint,noun
euslainteach,noun
eòlaiche,noun
eòlaiche-chnàmhan,noun
eòlaiche-fiosaig,noun
eòlaiche-sluaigh,noun
eòlas corporra,noun
eòlas creideimh is moraltachd,noun
eòlas gnothachais,noun
eòlas pearsantaagussòisealta,noun
eòlas-bodhaig,noun
eòlas-cheallan,noun
eòlas-cungaidh,noun
eòlas-diadhachd,noun
eòlas-dualchainnt,noun
eòlas-inntinn,noun
eòlas-leigheis,noun
eòlas-sgrìobhaidh,noun
eòlas-sluaigh,noun
eòlas-tomhais,noun
fa leth,noun
fa-near,noun
facal-faire,noun
faclair,noun
factar,noun
factaraich,noun
fad-bheatha,noun
fada,noun
faiceallach,noun
faid,noun
faidhle,noun
faidhle-fiosrachaidh,noun
faidhle-fuaim,noun
faileas,noun
faireachdainn,noun
faisg-dhùblachadh,noun
faisg-iomad,noun
falach,noun
falaichte,noun
falaisg,noun
falamh,noun
fallain,noun
fallaineachd,noun
famh,noun
fann,noun
faoileag,noun
faoin,noun
far-loidhne,noun
farmad,noun
farsaing,noun
farsaingeachd,noun
fasgadh,noun
feabhasach,noun
feachd,noun
feallsanachd,noun
feallsanachdail,noun
feamainist,noun
fear-tàileisg,noun
feargach,noun
feart,noun
ferro-choncrait,noun
feumalachd,noun
feumalachdan taice a bharrachd,noun
feòil-itheadair,noun
fhathast,noun
fiabhras,noun
fiacail-crìche,noun
fiacail-cùil,noun
fiachan,noun
fiadhaich,noun
fialaidh,noun
fiamh-dhath,noun
fianais,noun
fiaradh,noun
ficheadamh,noun
ficsean,noun
figear,noun
figearail,noun
fileamaid,noun
fileanta,noun
filleadh,noun
fiodh,noun
